"","chromosome","start","end","sampleFrequency","gainFrequency","lossFrequency","gainProportion","lossProportion"
"3077","chr3",21483890,21489127,31,0,0,0,0
"3078","chr8",21443331,21498387,31,0,0,0,0
"3079","chr3",21489128,21519071,29,0,0,0,0
"3080","chr12",21471899,21540553,31,1,3,0.032258064516129,0.0967741935483871
"3081","chr3",21519072,21552794,31,0,0,0,0
"3082","chr20",21364319,21557401,31,0,0,0,0
"3083","chr17",21081774,21569678,31,0,0,0,0
"3084","chr12",21540554,21570512,31,1,3,0.032258064516129,0.0967741935483871
"3085","chr16",21470658,21571944,31,0,0,0,0
"3086","chr16",21571945,21573126,31,0,0,0,0
"3087","chr12",21570513,21579039,31,1,1,0.032258064516129,0.032258064516129
"3088","chr17",21569679,21579438,31,0,0,0,0
"3089","chr5",19640558,21582116,31,0,0,0,0
"3090","chr17",21579439,21595180,31,0,0,0,0
"3091","chr17",21595181,21595895,31,0,0,0,0
"3092","chr3",21552795,21597775,26,0,0,0,0
"3093","chr20",21557402,21606925,31,1,0,0.032258064516129,0
"3094","chr11",20930042,21609577,31,0,0,0,0
"3095","chr11",21609578,21609802,31,0,1,0,0.032258064516129
"3096","chr3",21597776,21619141,31,0,0,0,0
"3097","chr3",21619142,21619291,31,0,0,0,0
"3098","chr11",21609803,21625113,31,0,2,0,0.0645161290322581
"3099","chr3",21619292,21666054,31,0,0,0,0
"3100","chr6",21189504,21670456,31,0,0,0,0
"3101","chr6",21670457,21671581,31,6,0,0.193548387096774,0
"3102","chr3",21666055,21676329,31,0,0,0,0
"3103","chr8",21498388,21676758,31,0,0,0,0
"3104","chr3",21676330,21676873,31,0,0,0,0
"3105","chr3",21676874,21678036,31,1,0,0.032258064516129,0
"3106","chr6",21671582,21678402,31,15,0,0.483870967741935,0
"3107","chr12",21579040,21680667,31,1,0,0.032258064516129,0
"3108","chr6",21678403,21696008,31,0,0,0,0
"3109","chr6",21696009,21699721,31,15,0,0.483870967741935,0
"3110","chr8",21676759,21700824,31,0,0,0,0
"3111","chr11",21625114,21701547,31,0,0,0,0
"3112","chr11",21701548,21701622,31,0,1,0,0.032258064516129
"3113","chr11",21701623,21701697,31,0,2,0,0.0645161290322581
"3114","chr11",21701698,21701772,31,0,10,0,0.32258064516129
"3115","chr11",21701773,21701847,31,0,14,0,0.451612903225806
"3116","chr11",21701848,21707945,31,0,15,0,0.483870967741935
"3117","chr11",21707946,21708032,31,0,13,0,0.419354838709677
"3118","chr20",21606926,21713549,31,0,0,0,0
"3119","chr3",21678037,21714213,31,1,0,0.032258064516129,0
"3120","chr5",21582117,21733425,31,0,0,0,0
"3121","chr5",21733426,21736200,31,0,0,0,0
"3122","chr5",21736201,21736275,31,1,0,0.032258064516129,0
"3123","chr5",21736276,21740583,31,2,0,0.0645161290322581,0
"3124","chr5",21740584,21740808,31,1,0,0.032258064516129,0
"3125","chr12",21680668,21747034,30,1,0,0.032258064516129,0
"3126","chr5",21740809,21754640,31,0,0,0,0
"3127","chr5",21754641,21760081,31,1,0,0.032258064516129,0
"3128","chr5",21760082,21768877,31,0,0,0,0
"3129","chr12",21747035,21781659,31,1,0,0.032258064516129,0
"3130","chr12",21781660,21781829,31,0,0,0,0
"3131","chr12",21781830,21781860,30,0,0,0,0
"3132","chr14",21206125,21785418,31,0,0,0,0
"3133","chr12",21781861,21821502,31,0,0,0,0
"3134","chr3",21714214,21834266,31,0,0,0,0
"3135","chr9",21436753,21851469,31,7,0,0.225806451612903,0
"3136","chr12",21821503,21851862,31,0,0,0,0
"3137","chr8",21700825,21867618,31,0,0,0,0
"3138","chr8",21867619,21869927,31,0,0,0,0
"3139","chr8",21869928,21878287,31,0,0,0,0
"3140","chr12",21851863,21880913,31,1,0,0.032258064516129,0
"3141","chr9",21851470,21887456,31,10,0,0.32258064516129,0
"3142","chr8",21878288,21892119,31,0,0,0,0
"3143","chr12",21880914,21893085,31,1,1,0.032258064516129,0.032258064516129
"3144","chr8",21892120,21898484,31,0,0,0,0
"3145","chr8",21898485,21900496,31,1,0,0.032258064516129,0
"3146","chr8",21900497,21905347,31,0,0,0,0
"3147","chr8",21905348,21914535,31,0,0,0,0
"3148","chr2",20923815,21924128,31,0,0,0,0
"3149","chr2",21924129,21924285,31,0,0,0,0
"3150","chr12",21893086,21925974,31,1,0,0.032258064516129,0
"3151","chr12",21925975,21938781,31,1,1,0.032258064516129,0.032258064516129
"3152","chr12",21938782,21949924,31,1,1,0.032258064516129,0.032258064516129
"3153","chr8",21914536,21957657,31,0,0,0,0
"3154","chr12",21949925,21979196,31,1,1,0.032258064516129,0.032258064516129
"3155","chr14",21785419,22010047,31,0,0,0,0
"3156","chr17",21595896,22013954,31,0,0,0,0
"3157","chr2",21924286,22025043,31,0,0,0,0
"3158","chr6",21699722,22030235,31,0,0,0,0
"3159","chr6",22030236,22030310,30,0,0,0,0
"3160","chr20",21713550,22035414,31,0,0,0,0
"3161","chr6",22030311,22062688,31,0,0,0,0
"3162","chr9",21887457,22071110,31,7,0,0.225806451612903,0
"3163","chr8",21957658,22106069,31,0,0,0,0
"3164","chr2",22025044,22171841,31,0,0,0,0
"3165","chr17",22013955,22187482,31,0,0,0,0
"3166","chr17",22187483,22210955,31,0,0,0,0
"3167","chr16",21573127,22235216,31,0,0,0,0
"3168","chr12",21979197,22252161,31,0,0,0,0
"3169","chr12",22252162,22259009,31,2,0,0.0645161290322581,0
"3170","chr12",22259010,22263338,31,1,0,0.032258064516129,0
"3171","chr12",22263339,22266113,31,0,0,0,0
"3172","chr7",18764245,22273690,31,0,0,0,0
"3173","chr2",22171842,22277194,31,0,0,0,0
"3174","chr6",22062689,22281665,31,0,0,0,0
"3175","chr6",22281666,22281890,31,0,0,0,0
"3176","chr7",22273691,22290328,30,0,0,0,0
"3177","chr12",22266114,22300630,31,0,0,0,0
"3178","chr12",22300631,22300780,31,0,0,0,0
"3179","chr12",22300781,22305655,31,0,0,0,0
"3180","chr12",22305656,22309248,31,0,0,0,0
"3181","chr12",22309249,22310758,31,0,0,0,0
"3182","chr12",22310759,22311058,31,0,0,0,0
"3183","chr16",22235217,22314507,31,0,0,0,0
"3184","chr2",22277195,22315330,31,0,0,0,0
"3185","chr6",22281891,22319886,31,0,0,0,0
"3186","chr6",22319887,22319961,31,0,0,0,0
"3187","chr7",22290329,22326625,31,0,1,0,0.032258064516129
"3188","chr7",22326626,22326925,31,0,2,0,0.0645161290322581
"3189","chr7",22326926,22327075,31,0,1,0,0.032258064516129
"3190","chr7",22327076,22328841,30,0,0,0,0
"3191","chr16",22314508,22349551,31,0,0,0,0
"3192","chr16",22349552,22351597,31,1,0,0.032258064516129,0
"3193","chr17",22210956,22352774,31,0,0,0,0
"3194","chr12",22311059,22373870,31,0,0,0,0
"3195","chr12",22373871,22376846,31,0,0,0,0
"3196","chr12",22376847,22382420,31,0,0,0,0
"3197","chr12",22382421,22382720,31,0,0,0,0
"3198","chr12",22382721,22383845,31,0,0,0,0
"3199","chr12",22383846,22384624,31,0,0,0,0
"3200","chr17",22352775,22397192,31,0,0,0,0
"3201","chr17",22397193,22403860,31,1,0,0.032258064516129,0
"3202","chrX",21260572,22420951,31,0,0,0,0
"3203","chr2",22315331,22449730,31,0,0,0,0
"3204","chr12",22384625,22473059,31,0,0,0,0
"3205","chr6",22319962,22475972,31,0,0,0,0
"3206","chr12",22473060,22478692,31,0,0,0,0
"3207","chr12",22478693,22478842,31,0,0,0,0
"3208","chr12",22478843,22499696,31,0,0,0,0
"3209","chr12",22499697,22523828,31,0,0,0,0
"3210","chr6",22475973,22554034,31,0,0,0,0
"3211","chr19",21299268,22558241,31,0,0,0,0
"3212","chr8",22106070,22568658,31,0,0,0,0
"3213","chr16",22351598,22569095,31,0,0,0,0
"3214","chr12",22523829,22590412,31,0,0,0,0
"3215","chr12",22590413,22592508,31,0,0,0,0
"3216","chrX",22420952,22594729,31,0,0,0,0
"3217","chr12",22592509,22596969,31,0,0,0,0
"3218","chr12",22596970,22597119,31,0,5,0,0.161290322580645
"3219","chrX",22594730,22597280,31,0,7,0,0.225806451612903
"3220","chr12",22597120,22597729,31,18,5,0.580645161290323,0.161290322580645
"3221","chr12",22597730,22599185,31,0,5,0,0.161290322580645
"3222","chrX",22597281,22608838,31,0,12,0,0.387096774193548
"3223","chrX",22608839,22609966,31,0,5,0,0.161290322580645
"3224","chr8",22568659,22644486,31,0,0,0,0
"3225","chr8",22644487,22653947,31,1,0,0.032258064516129,0
"3226","chr16",22569096,22658229,31,0,0,0,0
"3227","chr14",22010048,22660743,31,0,0,0,0
"3228","chr14",22660744,22661829,31,0,1,0,0.032258064516129
"3229","chr14",22661830,22662126,31,0,2,0,0.0645161290322581
"3230","chr14",22662127,22662338,31,0,3,0,0.0967741935483871
"3231","chr16",22658230,22669995,31,0,0,0,0
"3232","chr14",22662339,22671458,31,0,4,0,0.129032258064516
"3233","chr12",22599186,22688608,31,0,0,0,0
"3234","chr19",22558242,22693054,31,0,0,0,0
"3235","chr19",22693055,22693897,31,0,0,0,0
"3236","chr5",21768878,22704920,31,0,0,0,0
"3237","chr19",22693898,22705524,31,0,0,0,0
"3238","chr12",22688609,22711561,31,0,0,0,0
"3239","chr19",22705525,22711724,31,0,0,0,0
"3240","chr12",22711562,22711957,31,0,1,0,0.032258064516129
"3241","chr19",22711725,22714609,31,0,0,0,0
"3242","chr2",22449731,22729267,31,0,0,0,0
"3243","chr20",22035415,22773838,31,0,0,0,0
"3244","chr5",22704921,22778086,31,0,0,0,0
"3245","chr12",22711958,22800287,31,0,0,0,0
"3246","chr20",22773839,22809263,31,0,0,0,0
"3247","chr12",22800288,22819688,31,0,0,0,0
"3248","chr12",22819689,22840171,31,0,0,0,0
"3249","chr20",22809264,22882202,31,0,0,0,0
"3250","chr5",22778087,22891691,31,0,0,0,0
"3251","chr3",21834267,22902728,31,0,0,0,0
"3252","chr8",22653948,22904066,31,0,0,0,0
"3253","chr8",22904067,22904216,31,0,1,0,0.032258064516129
"3254","chr8",22904217,22904291,31,0,3,0,0.0967741935483871
"3255","chr8",22904292,22908851,31,0,5,0,0.161290322580645
"3256","chr20",22882203,22914084,31,0,0,0,0
"3257","chr8",22908852,22937871,31,0,0,0,0
"3258","chr3",22902729,22944878,31,0,0,0,0
"3259","chr18",19504891,22954665,31,0,0,0,0
"3260","chr8",22937872,22966293,31,0,0,0,0
"3261","chr12",22840172,22969532,31,0,0,0,0
"3262","chr18",22954666,22972734,31,0,0,0,0
"3263","chr11",21708033,23020145,31,0,0,0,0
"3264","chr11",23020146,23020398,31,8,0,0.258064516129032,0
"3265","chr11",23020399,23024631,30,8,0,0.258064516129032,0
"3266","chr20",22914085,23034734,31,0,0,0,0
"3267","chr20",23034735,23089066,31,0,0,0,0
"3268","chr20",23089067,23090058,31,0,0,0,0
"3269","chr17",22403861,23098281,31,0,0,0,0
"3270","chr14",22671459,23115325,31,0,0,0,0
"3271","chr11",23024632,23120157,31,9,0,0.290322580645161,0
"3272","chr11",23120158,23120801,31,8,0,0.258064516129032,0
"3273","chr17",23098282,23148995,31,0,0,0,0
"3274","chr8",22966294,23161733,31,0,0,0,0
"3275","chr15",21322282,23165584,31,0,2,0,0.0645161290322581
"3276","chr3",22944879,23200856,31,0,0,0,0
"3277","chr17",23148996,23213769,31,0,0,0,0
"3278","chr20",23090059,23217043,31,0,0,0,0
"3279","chr20",23217044,23217193,31,1,0,0.032258064516129,0
"3280","chr3",23200857,23217945,31,0,0,0,0
"3281","chr3",23217946,23218320,31,1,0,0.032258064516129,0
"3282","chr3",23218321,23220780,31,0,0,0,0
"3283","chr15",23165585,23230984,31,0,2,0,0.0645161290322581
"3284","chr20",23217194,23253309,31,2,0,0.0645161290322581,0
"3285","chr3",23220781,23272126,31,0,0,0,0
"3286","chr3",23272127,23272201,31,1,8,0.032258064516129,0.258064516129032
"3287","chr3",23272202,23275402,31,1,9,0.032258064516129,0.290322580645161
"3288","chr9",22071111,23282980,31,0,0,0,0
"3289","chr6",22554035,23293175,31,0,0,0,0
"3290","chr15",23230985,23306363,31,0,2,0,0.0645161290322581
"3291","chr14",23115326,23321814,31,0,0,0,0
"3292","chr15",23306364,23324406,31,0,2,0,0.0645161290322581
"3293","chr15",23324407,23324432,23,0,0,0,0
"3294","chr14",23321815,23325722,31,0,0,0,0
"3295","chr15",23324433,23329987,31,0,0,0,0
"3296","chr8",23161734,23340885,31,0,0,0,0
"3297","chr8",23340886,23341144,31,0,0,0,0
"3298","chr9",23282981,23345266,31,0,0,0,0
"3299","chr15",23329988,23403640,31,0,0,0,0
"3300","chr15",23403641,23421805,31,0,0,0,0
"3301","chr19",22714610,23434290,31,0,0,0,0
"3302","chr17",23213770,23464878,31,0,0,0,0
"3303","chr6",23293176,23464920,31,0,0,0,0
"3304","chr12",22969533,23469254,31,0,0,0,0
"3305","chr12",23469255,23470154,30,0,0,0,0
"3306","chr19",23434291,23498115,31,0,0,0,0
"3307","chr8",23341145,23498412,31,0,0,0,0
"3308","chr14",23325723,23499726,31,0,0,0,0
"3309","chr8",23498413,23499779,31,0,0,0,0
"3310","chr19",23498116,23501416,31,0,1,0,0.032258064516129
"3311","chr14",23499727,23507355,31,1,0,0.032258064516129,0
"3312","chr15",23421806,23512561,31,0,0,0,0
"3313","chr11",23120802,23527475,31,0,0,0,0
"3314","chr11",23527476,23527925,31,0,1,0,0.032258064516129
"3315","chr9",23345267,23532304,31,0,0,0,0
"3316","chr9",23532305,23536440,31,6,0,0.193548387096774,0
"3317","chr8",23499780,23538950,31,0,0,0,0
"3318","chr3",23275403,23564403,31,0,0,0,0
"3319","chr7",22328842,23577016,31,0,0,0,0
"3320","chr6",23464921,23578301,31,0,0,0,0
"3321","chr15",23512562,23580278,31,0,0,0,0
"3322","chr6",23578302,23580776,31,0,0,0,0
"3323","chr6",23580777,23581315,31,1,0,0.032258064516129,0
"3324","chr7",23577017,23589683,31,0,0,0,0
"3325","chr7",23589684,23597495,31,0,0,0,0
"3326","chr15",23580279,23618850,31,0,0,0,0
"3327","chr15",23618851,23624494,31,0,0,0,0
"3328","chr15",23624495,23629433,31,0,0,0,0
"3329","chr6",23581316,23650349,31,0,0,0,0
"3330","chr19",23501417,23670058,31,0,0,0,0
"3331","chr3",23564404,23690814,31,0,0,0,0
"3332","chr3",23690815,23690889,31,0,1,0,0.032258064516129
"3333","chr3",23690890,23695375,31,0,19,0,0.612903225806452
"3334","chr2",22729268,23695841,31,0,0,0,0
"3335","chr12",23470155,23705570,31,0,0,0,0
"3336","chr12",23705571,23717150,31,0,0,0,0
"3337","chr12",23717151,23717450,31,0,2,0,0.0645161290322581
"3338","chr17",23464879,23736981,31,0,0,0,0
"3339","chr17",23736982,23737356,31,0,0,0,0
"3340","chr12",23717451,23750341,31,0,0,0,0
"3341","chr7",23597496,23757276,31,0,0,0,0
"3342","chr12",23750342,23764646,31,1,0,0.032258064516129,0
"3343","chr2",23695842,23768268,31,0,0,0,0
"3344","chrX",22609967,23792750,31,0,0,0,0
"3345","chrX",23792751,23823061,31,9,0,0.290322580645161,0
"3346","chr12",23764647,23836281,31,0,0,0,0
"3347","chr8",23538951,23853473,31,0,0,0,0
"3348","chr12",23836282,23854433,31,0,0,0,0
"3349","chr14",23507356,23865684,31,0,0,0,0
"3350","chr8",23853474,23882269,31,0,0,0,0
"3351","chr7",23757277,23909957,31,0,0,0,0
"3352","chr7",23909958,23910039,31,0,0,0,0
"3353","chr19",23670059,23917443,31,0,0,0,0
"3354","chr1",18150067,23921259,31,0,0,0,0
"3355","chr19",23917444,23922099,31,0,0,0,0
"3356","chr1",23921260,23928963,31,0,1,0,0.032258064516129
"3357","chr12",23854434,23938348,31,0,0,0,0
"3358","chr15",23629434,23943427,31,0,0,0,0
"3359","chr3",23695376,23961861,31,0,0,0,0
"3360","chr3",23961862,23968682,31,0,1,0,0.032258064516129
"3361","chr3",23968683,23971386,31,0,2,0,0.0645161290322581
"3362","chr3",23971387,23971461,31,0,4,0,0.129032258064516
"3363","chr3",23971462,23971536,31,0,8,0,0.258064516129032
"3364","chr3",23971537,23971686,31,0,9,0,0.290322580645161
"3365","chr3",23971687,23977812,31,0,10,0,0.32258064516129
"3366","chr3",23977813,23982433,31,0,9,0,0.290322580645161
"3367","chr3",23982434,23982512,31,0,8,0,0.258064516129032
"3368","chr3",23982513,23982630,31,0,6,0,0.193548387096774
"3369","chr3",23982631,23988296,31,0,4,0,0.129032258064516
"3370","chr7",23910040,23994288,31,0,0,0,0
"3371","chrX",23823062,23997679,31,0,0,0,0
"3372","chrX",23997680,23997754,31,0,2,0,0.0645161290322581
"3373","chrX",23997755,24000875,31,0,3,0,0.0967741935483871
"3374","chr7",23994289,24011887,31,0,0,0,0
"3375","chr7",24011888,24013861,31,0,0,0,0
"3376","chr7",24013862,24022403,31,0,0,0,0
"3377","chr12",23938349,24023043,31,0,0,0,0
"3378","chr12",24023044,24023343,31,3,0,0.0967741935483871,0
"3379","chr7",24022404,24027196,31,0,0,0,0
"3380","chr15",23943428,24040968,31,0,0,0,0
"3381","chr12",24023344,24042026,31,0,0,0,0
"3382","chr12",24042027,24056077,31,0,0,0,0
"3383","chr5",22891692,24061795,31,0,0,0,0
"3384","chr12",24056078,24066273,31,0,0,0,0
"3385","chr16",22669996,24068111,31,0,0,0,0
"3386","chr2",23768269,24072488,31,0,0,0,0
"3387","chr1",23928964,24099192,31,0,0,0,0
"3388","chr8",23882270,24115702,31,0,0,0,0
"3389","chr1",24099193,24127349,31,0,1,0,0.032258064516129
"3390","chr17",23737357,24133443,31,0,0,0,0
"3391","chr12",24066274,24168964,31,0,0,0,0
"3392","chr5",24061796,24176441,31,0,0,0,0
"3393","chr4",20853136,24179644,31,0,0,0,0
"3394","chr1",24127350,24184075,31,0,0,0,0
"3395","chr4",24179645,24185918,31,8,0,0.258064516129032,0
"3396","chr17",24133444,24196316,31,0,0,0,0
"3397","chr15",24040969,24196378,31,0,0,0,0
"3398","chr2",24072489,24196504,31,0,0,0,0
"3399","chr12",24168965,24198274,31,0,0,0,0
"3400","chr1",24184076,24211935,31,0,0,0,0
"3401","chr18",22972735,24272084,31,0,0,0,0
"3402","chr1",24211936,24294959,31,0,0,0,0
"3403","chr19",23922100,24300092,31,0,0,0,0
"3404","chr19",24300093,24349708,31,0,0,0,0
"3405","chr17",24196317,24355471,31,0,0,0,0
"3406","chr5",24176442,24378077,31,0,0,0,0
"3407","chr5",24378078,24378752,31,0,0,0,0
"3408","chr18",24272085,24412829,31,0,0,0,0
"3409","chr5",24378753,24420803,31,0,0,0,0
"3410","chr5",24420804,24435261,31,0,0,0,0
"3411","chr19",24349709,24440065,31,0,0,0,0
"3412","chr19",24440066,24441204,31,1,0,0.032258064516129,0
"3413","chr15",24196379,24483896,31,0,0,0,0
"3414","chr18",24412830,24495930,31,0,0,0,0
"3415","chr15",24483897,24510218,31,0,0,0,0
"3416","chr12",24198275,24511654,31,0,0,0,0
"3417","chr11",23527926,24513415,31,0,0,0,0
"3418","chr12",24511655,24515032,31,0,0,0,0
"3419","chr7",24027197,24515906,31,0,0,0,0
"3420","chr7",24515907,24516131,31,0,0,0,0
"3421","chr11",24513416,24517584,31,0,0,0,0
"3422","chr7",24516132,24518625,31,0,0,0,0
"3423","chr12",24515033,24532238,31,0,0,0,0
"3424","chr15",24510219,24539369,31,0,0,0,0
"3425","chr12",24532239,24546691,31,0,0,0,0
"3426","chr3",23988297,24554416,31,0,0,0,0
"3427","chr3",24554417,24554491,31,0,4,0,0.129032258064516
"3428","chr3",24554492,24554566,31,0,5,0,0.161290322580645
"3429","chr3",24554567,24560047,31,0,6,0,0.193548387096774
"3430","chr18",24495931,24569900,31,0,0,0,0
"3431","chr17",24355472,24572118,31,0,0,0,0
"3432","chr17",24572119,24572418,31,0,1,0,0.032258064516129
"3433","chr17",24572419,24572712,31,0,2,0,0.0645161290322581
"3434","chr17",24572713,24578765,31,0,4,0,0.129032258064516
"3435","chr12",24546692,24578818,31,0,0,0,0
"3436","chr7",24518626,24580881,31,0,0,0,0
"3437","chr18",24569901,24584150,31,0,0,0,0
"3438","chr12",24578819,24585558,31,0,0,0,0
"3439","chr5",24435262,24598086,31,0,0,0,0
"3440","chr12",24585559,24601413,31,0,0,0,0
"3441","chr12",24601414,24601488,31,0,0,0,0
"3442","chr12",24601489,24605846,31,0,0,0,0
"3443","chr12",24605847,24609380,31,0,0,0,0
"3444","chr15",24539370,24631657,31,0,0,0,0
"3445","chr11",24517585,24640228,31,0,0,0,0
"3446","chr17",24578766,24642460,31,0,0,0,0
"3447","chr2",24196505,24653692,31,0,0,0,0
"3448","chr12",24609381,24665177,31,0,0,0,0
"3449","chr12",24665178,24665286,31,0,0,0,0
"3450","chr12",24665287,24665436,31,0,0,0,0
"3451","chr4",24185919,24667036,31,0,0,0,0
"3452","chr7",24580882,24668335,31,0,0,0,0
"3453","chr4",24667037,24668634,31,0,3,0,0.0967741935483871
"3454","chr17",24642461,24671381,31,0,0,0,0
"3455","chr3",24560048,24672766,31,0,0,0,0
"3456","chr5",24598087,24676649,31,0,0,0,0
"3457","chr12",24665437,24678573,31,0,0,0,0
"3458","chr7",24668336,24680034,31,0,0,0,0
"3459","chr18",24584151,24682978,31,0,0,0,0
"3460","chr11",24640229,24687338,31,0,0,0,0
"3461","chr18",24682979,24699730,31,0,0,0,0
"3462","chr12",24678574,24701490,31,0,0,0,0
"3463","chr2",24653693,24702047,31,0,0,0,0
"3464","chr12",24701491,24703163,31,0,0,0,0
"3465","chr18",24699731,24703405,31,0,0,0,0
"3466","chr14",23865685,24703985,31,0,0,0,0
"3467","chr12",24703164,24704281,31,0,0,0,0
"3468","chr12",24704282,24704356,31,0,0,0,0
"3469","chr18",24703406,24707670,31,0,0,0,0
"3470","chr12",24704357,24709796,31,0,0,0,0
"3471","chr12",24709797,24724145,31,0,0,0,0
"3472","chr19",24441205,24724183,31,0,0,0,0
"3473","chr12",24724146,24726020,31,1,0,0.032258064516129,0
"3474","chr19",24724184,24726424,31,0,0,0,0
"3475","chr19",24726425,24732176,31,0,0,0,0
"3476","chr19",24732177,24732626,31,1,0,0.032258064516129,0
"3477","chr18",24707671,24741998,31,0,0,0,0
"3478","chr19",24732627,24746751,31,1,0,0.032258064516129,0
"3479","chr19",24746752,24746901,31,2,0,0.0645161290322581,0
"3480","chr19",24746902,24747726,31,1,0,0.032258064516129,0
"3481","chr5",24676650,24752948,31,0,0,0,0
"3482","chr5",24752949,24753561,31,3,0,0.0967741935483871,0
"3483","chr5",24753562,24753973,31,6,0,0.193548387096774,0
"3484","chr5",24753974,24753977,28,6,0,0.193548387096774,0
"3485","chr5",24753978,24754052,31,9,0,0.290322580645161,0
"3486","chr19",24747727,24754891,31,0,0,0,0
"3487","chr19",24754892,24754966,31,0,0,0,0
"3488","chr12",24726021,24759847,31,0,0,0,0
"3489","chr5",24754053,24761490,30,9,0,0.290322580645161,0
"3490","chr5",24761491,24762231,31,10,0,0.32258064516129,0
"3491","chr5",24762232,24764298,31,0,5,0,0.161290322580645
"3492","chr7",24680035,24764734,31,0,0,0,0
"3493","chr12",24759848,24776814,31,0,0,0,0
"3494","chr1",24294960,24789636,31,0,0,0,0
"3495","chr12",24776815,24794862,31,0,0,0,0
